"batsman","bowler","no_of_times","no_of_balls","p_out","p_not_out"
"RV Uthappa","SB Styris",1,2,0.5,0.5
"RV Uthappa","Shahid Afridi",1,10,0.1,0.9
"RV Uthappa","SK Warne",3,23,0.130434782608696,0.869565217391304
"RV Uthappa","SL Malinga",1,70,0.0142857142857143,0.985714285714286
"RV Uthappa","SMSM Senanayake",1,6,0.166666666666667,0.833333333333333
"RV Uthappa","SR Watson",1,47,0.0212765957446809,0.978723404255319
"RV Uthappa","STR Binny",1,23,0.0434782608695652,0.956521739130435
"RV Uthappa","SW Tait",1,6,0.166666666666667,0.833333333333333
"RV Uthappa","UT Yadav",1,22,0.0454545454545455,0.954545454545455
"RV Uthappa","VR Aaron",1,13,0.0769230769230769,0.923076923076923
"RV Uthappa","VRV Singh",1,3,0.333333333333333,0.666666666666667
"RV Uthappa","WD Parnell",1,10,0.1,0.9
"RV Uthappa","Y Venugopal Rao",1,4,0.25,0.75
"RV Uthappa","YK Pathan",1,6,0.166666666666667,0.833333333333333
"RV Uthappa","YS Chahal",1,26,0.0384615384615385,0.961538461538462
"RV Uthappa","Yuvraj Singh",2,17,0.117647058823529,0.882352941176471
"RV Uthappa","Z Khan",2,43,0.0465116279069767,0.953488372093023
"S Anirudha","B Kumar",1,2,0.5,0.5
"S Anirudha","Harbhajan Singh",1,4,0.25,0.75
"S Anirudha","JE Taylor",1,3,0.333333333333333,0.666666666666667
"S Anirudha","JH Kallis",1,8,0.125,0.875
"S Anirudha","P Kumar",1,1,1,0
"S Anirudha","RJ Harris",1,7,0.142857142857143,0.857142857142857
"S Anirudha","RP Singh",1,11,0.0909090909090909,0.909090909090909
"S Anirudha","Shakib Al Hasan",1,2,0.5,0.5
"S Aravind","A Nehra",1,1,1,0
"S Aravind","GJ Maxwell",1,5,0.2,0.8
"S Aravind","JP Faulkner",1,5,0.2,0.8
"S Badree","AR Patel",1,1,1,0
"S Badree","CR Woakes",1,3,0.333333333333333,0.666666666666667
"S Badree","Imran Tahir",1,2,0.5,0.5
"S Badree","JD Unadkat",1,7,0.142857142857143,0.857142857142857
"S Badree","RA Jadeja",1,2,0.5,0.5
"S Badrinath","A Kumble",2,10,0.2,0.8
"S Badrinath","A Mithun",1,5,0.2,0.8
"S Badrinath","A Nehra",1,22,0.0454545454545455,0.954545454545455
"S Badrinath","Azhar Mahmood",1,2,0.5,0.5
"S Badrinath","BJ Hodge",1,7,0.142857142857143,0.857142857142857
"S Badrinath","CRD Fernando",1,2,0.5,0.5
"S Badrinath","DJ Bravo",1,24,0.0416666666666667,0.958333333333333
"S Badrinath","DL Vettori",2,9,0.222222222222222,0.777777777777778
"S Badrinath","DS Kulkarni",1,25,0.04,0.96
"S Badrinath","DT Christian",1,13,0.0769230769230769,0.923076923076923
"S Badrinath","GB Hogg",1,5,0.2,0.8
"S Badrinath","IK Pathan",1,25,0.04,0.96
"S Badrinath","J Syed Mohammad",1,8,0.125,0.875
"S Badrinath","JH Kallis",1,14,0.0714285714285714,0.928571428571429
"S Badrinath","JJ van der Wath",1,3,0.333333333333333,0.666666666666667
"S Badrinath","KA Pollard",2,49,0.0408163265306122,0.959183673469388
"S Badrinath","LJ Wright",1,2,0.5,0.5
"S Badrinath","MG Johnson",2,5,0.4,0.6
"S Badrinath","MM Patel",1,25,0.04,0.96
"S Badrinath","MN Samuels",1,8,0.125,0.875
"S Badrinath","MR Marsh",1,7,0.142857142857143,0.857142857142857
"S Badrinath","PP Chawla",1,29,0.0344827586206897,0.96551724137931
"S Badrinath","PP Ojha",2,26,0.0769230769230769,0.923076923076923
"S Badrinath","R Bhatia",1,20,0.05,0.95
"S Badrinath","R Vinay Kumar",2,20,0.1,0.9
"S Badrinath","RP Singh",2,19,0.105263157894737,0.894736842105263
"S Badrinath","RV Gomez",1,4,0.25,0.75
"S Badrinath","S Sreesanth",1,17,0.0588235294117647,0.941176470588235
"S Badrinath","Shahid Afridi",1,2,0.5,0.5
"S Badrinath","SK Warne",1,25,0.04,0.96
"S Badrinath","SL Malinga",1,37,0.027027027027027,0.972972972972973
"S Badrinath","SR Watson",1,7,0.142857142857143,0.857142857142857
"S Badrinath","SW Tait",1,3,0.333333333333333,0.666666666666667
"S Badrinath","UT Yadav",1,3,0.333333333333333,0.666666666666667
"S Badrinath","VRV Singh",1,16,0.0625,0.9375
"S Badrinath","Yuvraj Singh",1,11,0.0909090909090909,0.909090909090909
"S Chanderpaul","DS Kulkarni",1,5,0.2,0.8
"S Chanderpaul","I Sharma",1,8,0.125,0.875
"S Chanderpaul","SR Watson",1,7,0.142857142857143,0.857142857142857
"S Dhawan","A Mishra",2,16,0.125,0.875
"S Dhawan","A Singh",1,10,0.1,0.9
"S Dhawan","AB Agarkar",1,10,0.1,0.9
"S Dhawan","AB Dinda",1,36,0.0277777777777778,0.972222222222222
"S Dhawan","AD Russell",1,15,0.0666666666666667,0.933333333333333
"S Dhawan","B Kumar",1,19,0.0526315789473684,0.947368421052632
"S Dhawan","B Lee",1,31,0.032258064516129,0.967741935483871
"S Dhawan","BA Stokes",1,5,0.2,0.8
"S Dhawan","BW Hilfenhaus",1,14,0.0714285714285714,0.928571428571429
"S Dhawan","CH Morris",1,31,0.032258064516129,0.967741935483871
"S Dhawan","D Wiese",1,2,0.5,0.5
"S Dhawan","DE Bollinger",1,17,0.0588235294117647,0.941176470588235
"S Dhawan","DR Smith",1,7,0.142857142857143,0.857142857142857
"S Dhawan","DS Kulkarni",1,67,0.0149253731343284,0.985074626865672
"S Dhawan","GB Hogg",1,16,0.0625,0.9375
"S Dhawan","GJ Maxwell",1,14,0.0714285714285714,0.928571428571429
"S Dhawan","Harbhajan Singh",1,90,0.0111111111111111,0.988888888888889
"S Dhawan","Harmeet Singh",1,1,1,0
"S Dhawan","I Sharma",1,28,0.0357142857142857,0.964285714285714
"S Dhawan","IK Pathan",2,46,0.0434782608695652,0.956521739130435
"S Dhawan","Imran Tahir",1,1,1,0
"S Dhawan","Iqbal Abdulla",1,13,0.0769230769230769,0.923076923076923
"S Dhawan","J Botha",2,30,0.0666666666666667,0.933333333333333
"S Dhawan","JA Morkel",1,33,0.0303030303030303,0.96969696969697
"S Dhawan","Jaskaran Singh",1,4,0.25,0.75
"S Dhawan","JH Kallis",2,26,0.0769230769230769,0.923076923076923
"S Dhawan","JP Duminy",1,8,0.125,0.875
"S Dhawan","JP Faulkner",4,25,0.16,0.84
"S Dhawan","Kuldeep Yadav",1,15,0.0666666666666667,0.933333333333333
"S Dhawan","KW Richardson",1,23,0.0434782608695652,0.956521739130435
"S Dhawan","M Kartik",1,3,0.333333333333333,0.666666666666667
"S Dhawan","M Morkel",2,61,0.0327868852459016,0.967213114754098
"S Dhawan","MG Johnson",3,26,0.115384615384615,0.884615384615385
"S Dhawan","MJ McClenaghan",2,44,0.0454545454545455,0.954545454545455
"S Dhawan","MM Sharma",3,55,0.0545454545454545,0.945454545454545
"S Dhawan","MS Gony",1,12,0.0833333333333333,0.916666666666667
"S Dhawan","P Kumar",4,71,0.0563380281690141,0.943661971830986
"S Dhawan","Parvez Rasool",1,4,0.25,0.75
"S Dhawan","PC Valthaty",1,14,0.0714285714285714,0.928571428571429
"S Dhawan","PP Ojha",2,40,0.05,0.95
"S Dhawan","R Ashwin",1,69,0.0144927536231884,0.985507246376812
"S Dhawan","R Bhatia",2,42,0.0476190476190476,0.952380952380952
"S Dhawan","R Dhawan",2,14,0.142857142857143,0.857142857142857
"S Dhawan","RP Singh",1,38,0.0263157894736842,0.973684210526316
"S Dhawan","RR Powar",1,8,0.125,0.875
"S Dhawan","RS Bopara",1,4,0.25,0.75
"S Dhawan","S Kaul",1,3,0.333333333333333,0.666666666666667
"S Dhawan","S Nadeem",2,17,0.117647058823529,0.882352941176471
"S Dhawan","SB Jakati",2,22,0.0909090909090909,0.909090909090909
"S Dhawan","SE Bond",1,17,0.0588235294117647,0.941176470588235
"S Dhawan","SK Raina",1,31,0.032258064516129,0.967741935483871
"S Dhawan","SK Trivedi",1,39,0.0256410256410256,0.974358974358974
"S Dhawan","SL Malinga",4,64,0.0625,0.9375
"S Dhawan","SM Pollock",1,8,0.125,0.875
"S Dhawan","SP Narine",1,35,0.0285714285714286,0.971428571428571
"S Dhawan","SR Watson",2,51,0.0392156862745098,0.96078431372549
"S Dhawan","STR Binny",1,7,0.142857142857143,0.857142857142857
"S Dhawan","T Thushara",1,2,0.5,0.5
"S Dhawan","TG Southee",1,20,0.05,0.95
"S Dhawan","UT Yadav",1,55,0.0181818181818182,0.981818181818182
"S Dhawan","VR Aaron",1,32,0.03125,0.96875
"S Dhawan","YA Abdulla",1,1,1,0
"S Dhawan","YK Pathan",1,41,0.024390243902439,0.975609756097561
"S Dhawan","YS Chahal",1,36,0.0277777777777778,0.972222222222222
"S Dhawan","Yuvraj Singh",2,5,0.4,0.6
"S Dhawan","Z Khan",4,50,0.08,0.92
"S Gopal","M Ashwin",1,4,0.25,0.75
"S Kaushik","Sachin Baby",1,1,1,0
"S Nadeem","AB Dinda",1,3,0.333333333333333,0.666666666666667
"S Nadeem","BCJ Cutting",1,2,0.5,0.5
"S Nadeem","DW Steyn",1,1,1,0
"S Nadeem","KA Pollard",1,1,1,0
"S Nadeem","MA Starc",1,3,0.333333333333333,0.666666666666667
"S Nadeem","MM Sharma",1,1,1,0
"S Nadeem","P Negi",2,6,0.333333333333333,0.666666666666667
"S Nadeem","PP Ojha",1,2,0.5,0.5
"S Nadeem","RA Jadeja",1,4,0.25,0.75
"S Narwal","P Kumar",1,1,1,0
"S Narwal","PD Collingwood",1,1,1,0
"S Narwal","UT Yadav",1,6,0.166666666666667,0.833333333333333
"S Rana","AR Patel",1,2,0.5,0.5
"S Rana","DJ Hussey",1,1,1,0
"S Rana","L Balaji",1,10,0.1,0.9
"S Rana","SR Watson",1,3,0.333333333333333,0.666666666666667
"S Randiv","SL Malinga",1,4,0.25,0.75
"S Sohal","A Nehra",1,10,0.1,0.9
"S Sohal","A Singh",1,1,1,0
"S Sohal","AB Agarkar",1,1,1,0
"S Sohal","DS Kulkarni",1,11,0.0909090909090909,0.909090909090909
"S Sohal","Iqbal Abdulla",1,5,0.2,0.8
"S Sohal","JA Morkel",1,13,0.0769230769230769,0.923076923076923
"S Sohal","KA Pollard",1,3,0.333333333333333,0.666666666666667
"S Sohal","MR Marsh",1,9,0.111111111111111,0.888888888888889
"S Sohal","R Ninan",1,5,0.2,0.8
"S Sohal","R Sharma",1,6,0.166666666666667,0.833333333333333
"S Sohal","RG Sharma",1,1,1,0
"S Sohal","RJ Harris",1,19,0.0526315789473684,0.947368421052632
"S Sohal","RP Singh",2,17,0.117647058823529,0.882352941176471
"S Sohal","S Nadeem",1,6,0.166666666666667,0.833333333333333
"S Sohal","SB Jakati",1,3,0.333333333333333,0.666666666666667
"S Sohal","T Thushara",1,5,0.2,0.8
"S Sreesanth","DS Kulkarni",1,1,1,0
"S Sreesanth","R Vinay Kumar",1,2,0.5,0.5
"S Sreesanth","RE van der Merwe",1,2,0.5,0.5
"S Sriram","AB Dinda",1,6,0.166666666666667,0.833333333333333
"S Sriram","PP Chawla",1,2,0.5,0.5
"S Vidyut","DW Steyn",1,3,0.333333333333333,0.666666666666667
"S Vidyut","GD McGrath",1,13,0.0769230769230769,0.923076923076923
"S Vidyut","IK Pathan",1,5,0.2,0.8
"S Vidyut","PJ Sangwan",1,17,0.0588235294117647,0.941176470588235
"S Vidyut","S Sreesanth",1,8,0.125,0.875
"S Vidyut","SM Pollock",1,5,0.2,0.8
"S Vidyut","Sohail Tanvir",1,4,0.25,0.75
"S Vidyut","YK Pathan",1,2,0.5,0.5
"SA Abbott","TA Boult",1,1,1,0
"SA Asnodkar","A Kumble",1,11,0.0909090909090909,0.909090909090909
"SA Asnodkar","CRD Fernando",1,3,0.333333333333333,0.666666666666667
"SA Asnodkar","DP Nannes",1,2,0.5,0.5
"SA Asnodkar","I Sharma",1,6,0.166666666666667,0.833333333333333
"SA Asnodkar","IK Pathan",1,2,0.5,0.5
"SA Asnodkar","JA Morkel",1,19,0.0526315789473684,0.947368421052632
"SA Asnodkar","M Muralitharan",1,15,0.0666666666666667,0.933333333333333
"SA Asnodkar","MF Maharoof",1,5,0.2,0.8
"SA Asnodkar","P Kumar",2,23,0.0869565217391304,0.91304347826087
"SA Asnodkar","RR Raje",1,7,0.142857142857143,0.857142857142857
"SA Asnodkar","S Vidyut",1,1,1,0
"SA Asnodkar","Umar Gul",1,5,0.2,0.8
"SA Yadav","A Nehra",1,3,0.333333333333333,0.666666666666667
"SA Yadav","B Kumar",1,13,0.0769230769230769,0.923076923076923
"SA Yadav","CH Morris",1,8,0.125,0.875
"SA Yadav","CR Brathwaite",1,8,0.125,0.875
"SA Yadav","DR Smith",1,6,0.166666666666667,0.833333333333333
"SA Yadav","Gurkeerat Singh",1,5,0.2,0.8
"SA Yadav","HV Patel",1,1,1,0
"SA Yadav","JJ Bumrah",1,13,0.0769230769230769,0.923076923076923
"SA Yadav","JP Faulkner",1,9,0.111111111111111,0.888888888888889
"SA Yadav","Karanveer Singh",1,6,0.166666666666667,0.833333333333333
"SA Yadav","M Ashwin",1,13,0.0769230769230769,0.923076923076923
"SA Yadav","MC Henriques",1,2,0.5,0.5
"SA Yadav","MG Johnson",1,13,0.0769230769230769,0.923076923076923
"SA Yadav","MJ McClenaghan",1,5,0.2,0.8
"SA Yadav","MM Sharma",1,6,0.166666666666667,0.833333333333333
"SA Yadav","MN Samuels",1,1,1,0
"SA Yadav","NLTC Perera",1,12,0.0833333333333333,0.916666666666667
"SA Yadav","NM Coulter-Nile",1,7,0.142857142857143,0.857142857142857
"SA Yadav","P Negi",1,5,0.2,0.8
"SA Yadav","PJ Cummins",1,6,0.166666666666667,0.833333333333333
"SA Yadav","RA Jadeja",1,22,0.0454545454545455,0.954545454545455
"SA Yadav","RG More",1,1,1,0
"SA Yadav","S Aravind",1,6,0.166666666666667,0.833333333333333
"SA Yadav","Sandeep Sharma",1,6,0.166666666666667,0.833333333333333
"SA Yadav","SB Jakati",1,5,0.2,0.8
"SA Yadav","SL Malinga",1,10,0.1,0.9
"SA Yadav","TG Southee",1,5,0.2,0.8
"Sachin Baby","A Mishra",1,5,0.2,0.8
"Sachin Baby","A Nehra",1,1,1,0
"Sachin Baby","AD Russell",1,1,1,0
"Sachin Baby","Bipul Sharma",1,3,0.333333333333333,0.666666666666667
"Sachin Baby","DS Kulkarni",1,2,0.5,0.5
"Sachin Baby","PJ Cummins",1,5,0.2,0.8
"Sachin Baby","Washington Sundar",1,2,0.5,0.5
"Salman Butt","L Balaji",1,11,0.0909090909090909,0.909090909090909
"Salman Butt","MM Patel",1,8,0.125,0.875
"Salman Butt","S Sreesanth",1,12,0.0833333333333333,0.916666666666667
"Salman Butt","SM Pollock",1,8,0.125,0.875
"Salman Butt","Sohail Tanvir",1,7,0.142857142857143,0.857142857142857
"Salman Butt","VY Mahesh",1,11,0.0909090909090909,0.909090909090909
"Salman Butt","WPUJC Vaas",1,4,0.25,0.75
"Sandeep Sharma","YS Chahal",1,3,0.333333333333333,0.666666666666667
"SB Bangar","Kamran Khan",1,6,0.166666666666667,0.833333333333333
"SB Bangar","M Kartik",1,2,0.5,0.5
"SB Bangar","PP Chawla",1,4,0.25,0.75
"SB Bangar","SC Ganguly",1,2,0.5,0.5
"SB Bangar","SR Watson",1,2,0.5,0.5
"SB Jakati","DP Nannes",1,7,0.142857142857143,0.857142857142857
"SB Joshi","LR Shukla",1,2,0.5,0.5
"SB Styris","KP Pietersen",1,5,0.2,0.8
"SB Styris","M Muralitharan",1,17,0.0588235294117647,0.941176470588235
"SB Styris","MF Maharoof",1,7,0.142857142857143,0.857142857142857
"SB Styris","Mohammad Hafeez",1,4,0.25,0.75
"SB Styris","SC Ganguly",1,6,0.166666666666667,0.833333333333333
"SB Styris","YK Pathan",1,4,0.25,0.75
"SB Styris","Z Khan",1,1,1,0
"SB Wagh","SL Malinga",1,2,0.5,0.5
"SC Ganguly","A Chandila",1,4,0.25,0.75
"SC Ganguly","AD Mascarenhas",2,6,0.333333333333333,0.666666666666667
"SC Ganguly","AM Nayar",1,7,0.142857142857143,0.857142857142857
"SC Ganguly","DE Bollinger",1,13,0.0769230769230769,0.923076923076923
"SC Ganguly","DJ Thornely",1,5,0.2,0.8
"SC Ganguly","DL Vettori",1,11,0.0909090909090909,0.909090909090909
"SC Ganguly","DP Nannes",2,19,0.105263157894737,0.894736842105263
"SC Ganguly","DP Vijaykumar",1,8,0.125,0.875
"SC Ganguly","DT Christian",1,7,0.142857142857143,0.857142857142857
"SC Ganguly","Harbhajan Singh",2,30,0.0666666666666667,0.933333333333333
"SC Ganguly","Harmeet Singh",1,19,0.0526315789473684,0.947368421052632
"SC Ganguly","IK Pathan",1,34,0.0294117647058824,0.970588235294118
"SC Ganguly","JM Kemp",1,2,0.5,0.5
"SC Ganguly","Joginder Sharma",1,2,0.5,0.5
"SC Ganguly","Kamran Khan",1,17,0.0588235294117647,0.941176470588235
"SC Ganguly","M Morkel",2,7,0.285714285714286,0.714285714285714
"SC Ganguly","M Muralitharan",1,15,0.0666666666666667,0.933333333333333
"SC Ganguly","M Ntini",1,4,0.25,0.75
"SC Ganguly","MM Patel",2,33,0.0606060606060606,0.939393939393939
"SC Ganguly","MS Gony",1,16,0.0625,0.9375
"SC Ganguly","P Kumar",2,41,0.0487804878048781,0.951219512195122
"SC Ganguly","PP Chawla",1,23,0.0434782608695652,0.956521739130435
"SC Ganguly","PP Ojha",2,47,0.0425531914893617,0.957446808510638
"SC Ganguly","R Bhatia",1,19,0.0526315789473684,0.947368421052632
"SC Ganguly","R Sathish",1,3,0.333333333333333,0.666666666666667
"SC Ganguly","R Vinay Kumar",3,17,0.176470588235294,0.823529411764706
"SC Ganguly","RG Sharma",1,13,0.0769230769230769,0.923076923076923
"SC Ganguly","RS Bopara",1,7,0.142857142857143,0.857142857142857
"SC Ganguly","S Dhawan",1,2,0.5,0.5
"SC Ganguly","S Sreesanth",1,12,0.0833333333333333,0.916666666666667
"SC Ganguly","SB Jakati",1,4,0.25,0.75
"SC Ganguly","Shakib Al Hasan",2,8,0.25,0.75
"SC Ganguly","SK Trivedi",1,34,0.0294117647058824,0.970588235294118
"SC Ganguly","SK Warne",1,37,0.027027027027027,0.972972972972973
"SC Ganguly","SL Malinga",1,9,0.111111111111111,0.888888888888889
"SC Ganguly","SM Pollock",1,7,0.142857142857143,0.857142857142857
"SC Ganguly","SW Tait",1,11,0.0909090909090909,0.909090909090909
"SC Ganguly","VY Mahesh",1,6,0.166666666666667,0.833333333333333
"SC Ganguly","WPUJC Vaas",1,15,0.0666666666666667,0.933333333333333
"SC Ganguly","Z Khan",2,14,0.142857142857143,0.857142857142857
"SD Chitnis","AD Russell",1,7,0.142857142857143,0.857142857142857
"SD Chitnis","BW Hilfenhaus",1,1,1,0
"SD Chitnis","DJ Bravo",1,7,0.142857142857143,0.857142857142857
"SD Chitnis","DW Steyn",1,1,1,0
"SD Chitnis","VY Mahesh",1,5,0.2,0.8
"SD Chitnis","WD Parnell",1,3,0.333333333333333,0.666666666666667
"SE Bond","R Ashwin",1,1,1,0
"SE Marsh","A Mishra",1,1,1,0
"SE Marsh","A Nehra",1,29,0.0344827586206897,0.96551724137931
"SE Marsh","AB McDonald",2,7,0.285714285714286,0.714285714285714
"SE Marsh","AJ Tye",1,1,1,0
"SE Marsh","B Kumar",3,13,0.230769230769231,0.769230769230769
"SE Marsh","B Lee",1,2,0.5,0.5
"SE Marsh","BAW Mendis",1,9,0.111111111111111,0.888888888888889
"SE Marsh","CR Woakes",1,5,0.2,0.8
"SE Marsh","DJ Bravo",1,21,0.0476190476190476,0.952380952380952
"SE Marsh","DJ Hussey",1,7,0.142857142857143,0.857142857142857
"SE Marsh","DJG Sammy",1,1,1,0
"SE Marsh","DS Kulkarni",1,20,0.05,0.95
"SE Marsh","DT Christian",1,4,0.25,0.75
"SE Marsh","Harbhajan Singh",1,73,0.0136986301369863,0.986301369863014
"SE Marsh","IK Pathan",1,17,0.0588235294117647,0.941176470588235
"SE Marsh","J Botha",1,4,0.25,0.75
"SE Marsh","JEC Franklin",1,4,0.25,0.75
"SE Marsh","JP Duminy",2,7,0.285714285714286,0.714285714285714
"SE Marsh","K Santokie",1,2,0.5,0.5
"SE Marsh","KK Cooper",2,22,0.0909090909090909,0.909090909090909
"SE Marsh","L Balaji",1,16,0.0625,0.9375
"SE Marsh","M Ashwin",1,1,1,0
"SE Marsh","M Morkel",2,38,0.0526315789473684,0.947368421052632
"SE Marsh","M Ntini",1,12,0.0833333333333333,0.916666666666667
"SE Marsh","MJ McClenaghan",2,12,0.166666666666667,0.833333333333333
"SE Marsh","MM Patel",1,47,0.0212765957446809,0.978723404255319
"SE Marsh","Mustafizur Rahman",1,3,0.333333333333333,0.666666666666667
"SE Marsh","P Negi",1,7,0.142857142857143,0.857142857142857
"SE Marsh","PJ Sangwan",1,3,0.333333333333333,0.666666666666667
"SE Marsh","PP Ojha",1,23,0.0434782608695652,0.956521739130435
"SE Marsh","PV Tambe",1,14,0.0714285714285714,0.928571428571429
"SE Marsh","R Rampaul",1,3,0.333333333333333,0.666666666666667
"SE Marsh","R Vinay Kumar",1,26,0.0384615384615385,0.961538461538462
"SE Marsh","RJ Harris",1,1,1,0
"SE Marsh","RP Singh",1,36,0.0277777777777778,0.972222222222222
"SE Marsh","S Aravind",1,23,0.0434782608695652,0.956521739130435
"SE Marsh","S Dhawan",1,7,0.142857142857143,0.857142857142857
"SE Marsh","S Kaushik",1,2,0.5,0.5
"SE Marsh","SB Styris",1,12,0.0833333333333333,0.916666666666667
"SE Marsh","SB Wagh",1,7,0.142857142857143,0.857142857142857
"SE Marsh","SD Chitnis",1,12,0.0833333333333333,0.916666666666667
"SE Marsh","SL Malinga",2,32,0.0625,0.9375
"SE Marsh","SN Thakur",1,7,0.142857142857143,0.857142857142857
"SE Marsh","SP Narine",1,21,0.0476190476190476,0.952380952380952
"SE Marsh","SR Watson",2,49,0.0408163265306122,0.959183673469388
"SE Marsh","TG Southee",1,3,0.333333333333333,0.666666666666667
"SE Marsh","VR Aaron",1,16,0.0625,0.9375
"SE Marsh","VS Malik",1,6,0.166666666666667,0.833333333333333
"SE Marsh","Z Khan",2,36,0.0555555555555556,0.944444444444444
"Shahid Afridi","A Mishra",1,1,1,0
"Shahid Afridi","DJ Bravo",1,1,1,0
"Shahid Afridi","Gagandeep Singh",1,2,0.5,0.5
"Shahid Afridi","L Balaji",1,2,0.5,0.5
"Shahid Afridi","P Kumar",1,1,1,0
"Shahid Afridi","R Bhatia",1,1,1,0
"Shahid Afridi","SK Warne",1,2,0.5,0.5
"Shahid Afridi","YK Pathan",1,4,0.25,0.75
"Shakib Al Hasan","A Singh",1,3,0.333333333333333,0.666666666666667
"Shakib Al Hasan","AN Ahmed",1,10,0.1,0.9
"Shakib Al Hasan","AR Patel",1,8,0.125,0.875
"Shakib Al Hasan","B Kumar",2,10,0.2,0.8
"Shakib Al Hasan","CH Morris",1,3,0.333333333333333,0.666666666666667
"Shakib Al Hasan","DR Smith",2,16,0.125,0.875
"Shakib Al Hasan","HH Pandya",1,8,0.125,0.875
"Shakib Al Hasan","IK Pathan",1,2,0.5,0.5
"Shakib Al Hasan","Karanveer Singh",1,7,0.142857142857143,0.857142857142857
"Shakib Al Hasan","KV Sharma",1,4,0.25,0.75
"Shakib Al Hasan","PP Chawla",1,3,0.333333333333333,0.666666666666667
"Shakib Al Hasan","R Bhatia",1,4,0.25,0.75
"Shakib Al Hasan","R Vinay Kumar",2,4,0.5,0.5
"Shakib Al Hasan","RA Jadeja",1,14,0.0714285714285714,0.928571428571429
"Shakib Al Hasan","RP Singh",1,2,0.5,0.5
"Shakib Al Hasan","SL Malinga",3,17,0.176470588235294,0.823529411764706
"Shivam Sharma","MA Starc",1,2,0.5,0.5
"Shoaib Ahmed","R Bhatia",1,1,1,0
"Shoaib Akhtar","RR Raje",1,2,0.5,0.5
"Shoaib Malik","DW Steyn",1,1,1,0
"Shoaib Malik","L Balaji",1,1,1,0
"Shoaib Malik","SM Pollock",1,1,1,0
"Shoaib Malik","VRV Singh",1,6,0.166666666666667,0.833333333333333
"SJ Srivastava","SW Tait",1,1,1,0
"SK Raina","A Mishra",3,60,0.05,0.95
"SK Raina","A Nehra",1,26,0.0384615384615385,0.961538461538462
"SK Raina","A Singh",2,15,0.133333333333333,0.866666666666667
"SK Raina","A Symonds",1,17,0.0588235294117647,0.941176470588235
"SK Raina","AB Dinda",1,36,0.0277777777777778,0.972222222222222
"SK Raina","AC Thomas",1,10,0.1,0.9
"SK Raina","AD Russell",2,12,0.166666666666667,0.833333333333333
"SK Raina","Ankit Sharma",1,5,0.2,0.8
"SK Raina","AR Patel",1,27,0.037037037037037,0.962962962962963
"SK Raina","Azhar Mahmood",1,14,0.0714285714285714,0.928571428571429
"SK Raina","B Kumar",3,45,0.0666666666666667,0.933333333333333
"SK Raina","BJ Hodge",1,5,0.2,0.8
"SK Raina","CH Gayle",1,25,0.04,0.96
"SK Raina","CH Morris",3,18,0.166666666666667,0.833333333333333
"SK Raina","DJ Bravo",4,33,0.121212121212121,0.878787878787879
"SK Raina","DS Kulkarni",1,10,0.1,0.9
"SK Raina","DT Christian",1,14,0.0714285714285714,0.928571428571429
"SK Raina","GJ Maxwell",1,11,0.0909090909090909,0.909090909090909
"SK Raina","Harbhajan Singh",5,125,0.04,0.96
"SK Raina","HV Patel",1,29,0.0344827586206897,0.96551724137931
"SK Raina","I Sharma",1,36,0.0277777777777778,0.972222222222222
"SK Raina","IK Pathan",1,43,0.0232558139534884,0.976744186046512
"SK Raina","J Suchith",1,3,0.333333333333333,0.666666666666667
"SK Raina","J Syed Mohammad",1,5,0.2,0.8
"SK Raina","J Theron",2,6,0.333333333333333,0.666666666666667
"SK Raina","J Yadav",1,1,1,0
"SK Raina","JDS Neesham",1,13,0.0769230769230769,0.923076923076923
"SK Raina","JEC Franklin",1,5,0.2,0.8
"SK Raina","JH Kallis",2,64,0.03125,0.96875
"SK Raina","JJ Bumrah",2,24,0.0833333333333333,0.916666666666667
"SK Raina","JP Faulkner",1,6,0.166666666666667,0.833333333333333
"SK Raina","KA Pollard",1,48,0.0208333333333333,0.979166666666667
"SK Raina","KK Cooper",2,13,0.153846153846154,0.846153846153846
"SK Raina","Kuldeep Yadav",1,23,0.0434782608695652,0.956521739130435
"SK Raina","KV Sharma",1,15,0.0666666666666667,0.933333333333333
"SK Raina","M Ashwin",1,12,0.0833333333333333,0.916666666666667
"SK Raina","M Muralitharan",1,18,0.0555555555555556,0.944444444444444
"SK Raina","MA Khote",1,5,0.2,0.8
"SK Raina","MC Henriques",1,13,0.0769230769230769,0.923076923076923
"SK Raina","MG Johnson",2,46,0.0434782608695652,0.956521739130435
"SK Raina","MJ McClenaghan",1,20,0.05,0.95
"SK Raina","MM Patel",2,37,0.0540540540540541,0.945945945945946
"SK Raina","MM Sharma",1,19,0.0526315789473684,0.947368421052632
"SK Raina","Mohammed Siraj",1,3,0.333333333333333,0.666666666666667
"SK Raina","MP Stoinis",1,8,0.125,0.875
"SK Raina","NLTC Perera",1,28,0.0357142857142857,0.964285714285714
"SK Raina","NM Coulter-Nile",1,13,0.0769230769230769,0.923076923076923
"SK Raina","P Awana",1,24,0.0416666666666667,0.958333333333333
"SK Raina","P Kumar",3,47,0.0638297872340425,0.936170212765957
"SK Raina","P Negi",1,13,0.0769230769230769,0.923076923076923
"SK Raina","Pankaj Singh",1,13,0.0769230769230769,0.923076923076923
"SK Raina","PJ Cummins",1,19,0.0526315789473684,0.947368421052632
"SK Raina","PJ Sangwan",2,21,0.0952380952380952,0.904761904761905
